<TICKER>,<PER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
PETR3.SA,D,20050920,000000,40.20,40.50,39.95,40.50,680200,0
PETR3.SA,D,20050921,000000,39.95,41.80,39.95,41.80,947700,0
PETR3.SA,D,20050922,000000,41.83,42.05,40.30,40.60,806200,0
PETR3.SA,D,20050923,000000,40.75,40.85,40.00,40.10,633600,0
PETR3.SA,D,20050926,000000,40.01,40.20,38.85,39.85,862900,0
PETR3.SA,D,20050927,000000,39.50,40.50,39.26,40.50,1405100,0
PETR3.SA,D,20050928,000000,40.80,41.25,40.60,41.00,631200,0
PETR3.SA,D,20050929,000000,41.01,41.50,39.97,40.10,520500,0
PETR3.SA,D,20050930,000000,40.01,40.25,39.41,40.25,1003300,0
PETR3.SA,D,20051003,000000,40.25,40.59,40.00,40.35,439100,0
PETR3.SA,D,20051004,000000,40.36,40.45,38.50,38.50,1385000,0
PETR3.SA,D,20051005,000000,38.51,38.51,36.56,36.95,789800,0
PETR3.SA,D,20051006,000000,37.01,37.01,34.50,35.40,1237400,0
PETR3.SA,D,20051007,000000,35.98,36.60,35.40,35.80,892600,0
PETR3.SA,D,20051010,000000,36.15,36.25,35.20,35.35,486400,0
PETR3.SA,D,20051011,000000,35.80,36.25,35.70,36.01,1112900,0
PETR3.SA,D,20051012,000000,36.01,36.01,36.01,36.01,000,0
PETR3.SA,D,20051013,000000,35.00,35.56,34.45,35.30,980000,0
PETR3.SA,D,20051014,000000,35.80,35.90,34.25,35.00,425400,0
PETR3.SA,D,20051017,000000,35.50,36.00,35.16,36.00,719900,0
PETR3.SA,D,20051018,000000,36.00,36.19,34.27,34.30,821700,0
PETR3.SA,D,20051019,000000,34.00,35.15,33.45,33.50,1872500,0
PETR3.SA,D,20051020,000000,35.10,35.49,32.77,33.31,1483700,0
PETR3.SA,D,20051021,000000,33.53,34.41,33.40,34.35,715200,0
PETR3.SA,D,20051024,000000,34.41,36.30,34.15,36.30,1355000,0
PETR3.SA,D,20051025,000000,36.00,36.40,35.47,35.93,1017300,0
PETR3.SA,D,20051026,000000,35.47,36.50,35.47,36.00,916800,0
PETR3.SA,D,20051027,000000,36.00,36.20,34.66,34.75,597700,0
PETR3.SA,D,20051028,000000,35.10,35.35,34.80,35.10,1177500,0
PETR3.SA,D,20051031,000000,35.50,36.00,34.98,35.65,803300,0
PETR3.SA,D,20051101,000000,35.91,37.00,35.50,36.15,1034900,0
PETR3.SA,D,20051102,000000,36.15,36.15,36.15,36.15,000,0
PETR3.SA,D,20051103,000000,36.60,37.70,36.40,37.35,1067500,0
PETR3.SA,D,20051104,000000,37.39,37.65,35.70,35.89,1161900,0
PETR3.SA,D,20051107,000000,36.24,36.60,35.07,35.42,883500,0
PETR3.SA,D,20051108,000000,35.45,36.14,34.85,36.14,890800,0
PETR3.SA,D,20051109,000000,36.21,36.50,35.05,36.00,706600,0
PETR3.SA,D,20051110,000000,35.50,36.00,34.10,34.64,973600,0
PETR3.SA,D,20051111,000000,34.80,34.80,33.11,33.77,1023300,0
PETR3.SA,D,20051114,000000,33.80,34.56,33.00,34.30,501900,0
PETR3.SA,D,20051115,000000,34.30,34.30,34.30,34.30,000,0
PETR3.SA,D,20051116,000000,34.00,35.34,33.80,35.34,445800,0
PETR3.SA,D,20051117,000000,35.74,36.20,35.60,35.70,602900,0
PETR3.SA,D,20051118,000000,35.60,36.10,35.45,36.07,764200,0
PETR3.SA,D,20051121,000000,36.13,36.33,35.90,36.33,302800,0
PETR3.SA,D,20051122,000000,36.00,37.69,35.76,37.51,1064500,0
PETR3.SA,D,20051123,000000,37.40,38.14,37.35,38.14,612900,0
PETR3.SA,D,20051124,000000,38.00,38.10,37.30,37.85,274100,0
PETR3.SA,D,20051125,000000,37.85,38.00,37.62,37.84,353500,0
PETR3.SA,D,20051128,000000,37.96,38.20,36.10,36.17,757900,0
PETR3.SA,D,20051129,000000,36.70,37.00,35.92,37.00,843000,0
PETR3.SA,D,20051130,000000,36.89,37.60,36.15,37.60,1523900,0
PETR3.SA,D,20051201,000000,37.60,38.62,37.40,38.55,796900,0
PETR3.SA,D,20051202,000000,38.80,39.89,38.70,39.60,638200,0
PETR3.SA,D,20051205,000000,39.56,40.09,39.40,39.56,1264400,0
PETR3.SA,D,20051206,000000,39.95,40.05,38.90,39.95,949000,0
PETR3.SA,D,20051207,000000,39.26,40.20,38.90,39.26,479000,0
PETR3.SA,D,20051208,000000,39.71,40.45,38.61,39.71,586400,0
PETR3.SA,D,20051209,000000,39.90,40.10,39.70,39.90,383400,0
PETR3.SA,D,20051212,000000,40.14,40.80,39.73,40.14,534300,0
PETR3.SA,D,20051213,000000,40.47,40.70,39.61,40.47,499400,0
PETR3.SA,D,20051214,000000,40.88,41.00,40.10,40.88,672700,0
PETR3.SA,D,20051215,000000,40.15,40.85,39.91,40.15,399300,0
PETR3.SA,D,20051216,000000,40.30,40.80,40.12,40.30,272500,0
PETR3.SA,D,20051219,000000,40.10,40.70,40.01,40.10,689700,0
PETR3.SA,D,20051220,000000,40.15,40.19,39.57,40.15,918000,0
PETR3.SA,D,20051221,000000,40.64,40.90,40.20,40.64,531300,0
PETR3.SA,D,20051222,000000,40.90,41.09,40.50,40.90,295100,0
PETR3.SA,D,20051223,000000,40.60,41.00,39.98,40.60,177300,0
PETR3.SA,D,20051226,000000,40.60,40.60,40.19,40.60,212500,0
PETR3.SA,D,20051227,000000,40.25,40.74,39.90,40.25,460900,0
PETR3.SA,D,20051228,000000,40.75,40.90,40.22,40.75,1143700,0
PETR3.SA,D,20051229,000000,41.30,41.42,40.74,41.30,505800,0
PETR3.SA,D,20051230,000000,41.30,41.30,41.30,41.30,000,0
PETR3.SA,D,20060102,000000,42.30,42.30,40.45,42.30,506700,0
PETR3.SA,D,20060103,000000,43.20,43.76,42.48,43.20,1260800,0
PETR3.SA,D,20060104,000000,43.79,43.79,43.00,43.79,976800,0
PETR3.SA,D,20060105,000000,43.60,43.80,42.45,43.60,887500,0
PETR3.SA,D,20060106,000000,45.00,45.00,43.76,45.00,1093700,0
PETR3.SA,D,20060109,000000,45.00,45.45,44.56,44.90,860100,0
PETR3.SA,D,20060110,000000,45.20,45.35,44.18,45.20,1698800,0
PETR3.SA,D,20060111,000000,45.59,47.13,45.40,47.09,895600,0
PETR3.SA,D,20060112,000000,47.00,48.59,46.61,47.50,1294000,0
PETR3.SA,D,20060113,000000,47.50,48.01,46.87,47.38,945300,0
PETR3.SA,D,20060116,000000,47.30,49.25,47.23,48.90,501900,0
PETR3.SA,D,20060117,000000,48.69,49.50,47.53,48.01,1524400,0
PETR3.SA,D,20060118,000000,47.01,48.08,47.01,47.60,947100,0
PETR3.SA,D,20060119,000000,48.55,49.11,48.35,48.88,661600,0
PETR3.SA,D,20060120,000000,48.64,49.40,48.51,49.20,555900,0
PETR3.SA,D,20060123,000000,49.00,49.90,48.53,49.78,1074600,0
PETR3.SA,D,20060124,000000,49.85,51.19,49.85,50.35,1080000,0
PETR3.SA,D,20060125,000000,50.35,50.35,50.35,50.35,000,0
PETR3.SA,D,20060126,000000,49.80,50.30,49.20,50.25,1848600,0
PETR3.SA,D,20060127,000000,50.50,51.40,49.53,49.79,1337200,0
PETR3.SA,D,20060130,000000,50.00,51.14,49.16,51.08,891900,0
PETR3.SA,D,20060131,000000,51.50,51.69,50.40,51.69,1802200,0
PETR3.SA,D,20060201,000000,51.70,51.95,50.91,51.30,849600,0
PETR3.SA,D,20060202,000000,51.10,51.35,48.60,49.29,1287400,0
PETR3.SA,D,20060203,000000,49.50,49.50,48.09,48.95,1038400,0
PETR3.SA,D,20060206,000000,49.00,49.95,49.00,49.86,890600,0
PETR3.SA,D,20060207,000000,49.99,49.99,47.73,47.85,729900,0
PETR3.SA,D,20060208,000000,47.90,48.13,46.80,47.10,1090200,0
PETR3.SA,D,20060209,000000,47.80,47.90,46.53,46.89,1464800,0
PETR3.SA,D,20060210,000000,47.79,47.90,45.27,45.60,915000,0
PETR3.SA,D,20060213,000000,45.85,46.25,44.71,44.80,829200,0
PETR3.SA,D,20060214,000000,45.00,45.40,44.20,44.77,1448200,0
PETR3.SA,D,20060215,000000,45.25,46.00,44.90,44.96,1553700,0
PETR3.SA,D,20060216,000000,45.60,47.20,45.51,47.08,1665100,0
PETR3.SA,D,20060217,000000,48.25,48.80,47.32,47.91,1211200,0
PETR3.SA,D,20060220,000000,49.00,49.40,48.10,49.00,592300,0
PETR3.SA,D,20060221,000000,49.90,49.95,48.10,48.50,1991800,0
PETR3.SA,D,20060222,000000,48.99,49.20,47.26,47.68,2068100,0
PETR3.SA,D,20060223,000000,47.60,48.35,46.71,48.35,1097700,0
PETR3.SA,D,20060224,000000,48.36,49.20,48.36,48.90,1049100,0
PETR3.SA,D,20060227,000000,48.90,48.90,48.90,48.90,000,0
PETR3.SA,D,20060228,000000,48.60,48.60,48.60,48.60,000,0
PETR3.SA,D,20060301,000000,47.52,48.93,47.40,48.90,1067700,0
PETR3.SA,D,20060302,000000,48.90,49.28,48.30,48.95,1273400,0
PETR3.SA,D,20060303,000000,49.00,49.50,48.21,49.39,1051100,0
PETR3.SA,D,20060306,000000,49.40,49.97,48.00,48.00,888600,0
PETR3.SA,D,20060307,000000,48.00,48.00,46.11,46.30,1325100,0
PETR3.SA,D,20060308,000000,45.70,46.51,44.70,46.20,1393100,0
PETR3.SA,D,20060309,000000,46.55,46.80,44.64,45.10,1104800,0
PETR3.SA,D,20060310,000000,45.78,45.92,44.57,45.00,944100,0
PETR3.SA,D,20060313,000000,45.11,46.80,45.03,45.59,817400,0
PETR3.SA,D,20060314,000000,45.59,47.20,45.00,47.10,855700,0
PETR3.SA,D,20060315,000000,47.20,48.23,47.20,47.70,1392700,0
PETR3.SA,D,20060316,000000,47.85,48.00,46.73,47.80,977800,0
PETR3.SA,D,20060317,000000,47.74,48.00,46.73,47.40,632700,0
PETR3.SA,D,20060320,000000,47.15,48.06,46.95,47.39,1142900,0
PETR3.SA,D,20060321,000000,47.35,47.55,46.60,46.93,1078800,0
PETR3.SA,D,20060322,000000,46.00,47.16,45.60,46.20,1760000,0
PETR3.SA,D,20060323,000000,46.19,46.50,45.70,46.10,629400,0
PETR3.SA,D,20060324,000000,46.45,46.80,46.11,46.39,577300,0
PETR3.SA,D,20060327,000000,46.34,46.70,45.93,46.45,885200,0
PETR3.SA,D,20060328,000000,46.20,46.95,45.77,46.00,1061400,0
PETR3.SA,D,20060329,000000,46.28,47.23,45.52,46.94,1459200,0
PETR3.SA,D,20060330,000000,47.00,47.73,47.00,47.19,474500,0
PETR3.SA,D,20060331,000000,47.23,47.25,46.30,46.60,427900,0
PETR3.SA,D,20060403,000000,46.72,48.31,46.72,48.21,1103600,0
PETR3.SA,D,20060404,000000,47.90,47.90,46.91,47.33,732400,0
PETR3.SA,D,20060405,000000,47.01,48.10,46.80,48.09,809100,0
PETR3.SA,D,20060406,000000,48.19,48.59,47.71,48.44,570100,0
PETR3.SA,D,20060407,000000,48.44,48.44,47.50,48.40,513100,0
PETR3.SA,D,20060410,000000,48.01,48.65,47.50,48.19,992000,0
PETR3.SA,D,20060411,000000,48.49,48.58,47.30,47.55,675700,0
PETR3.SA,D,20060412,000000,47.55,47.80,47.05,47.40,1028800,0
PETR3.SA,D,20060413,000000,47.55,47.66,47.00,47.22,298300,0
PETR3.SA,D,20060414,000000,47.22,47.22,47.22,47.22,000,0
PETR3.SA,D,20060417,000000,47.30,48.49,47.30,48.30,827900,0
PETR3.SA,D,20060418,000000,48.50,51.05,48.50,51.05,1563700,0
PETR3.SA,D,20060419,000000,51.20,52.00,50.75,51.78,1544700,0
PETR3.SA,D,20060420,000000,52.00,52.40,50.56,51.59,1279700,0
PETR3.SA,D,20060421,000000,51.59,51.59,51.59,51.59,000,0
PETR3.SA,D,20060424,000000,52.00,52.20,50.85,50.85,827200,0
PETR3.SA,D,20060425,000000,51.11,51.79,50.30,51.00,1215100,0
PETR3.SA,D,20060426,000000,51.00,52.70,50.70,51.45,1396500,0
PETR3.SA,D,20060427,000000,51.10,51.50,49.80,50.36,774700,0
PETR3.SA,D,20060428,000000,50.50,51.99,50.36,51.01,714300,0
PETR3.SA,D,20060501,000000,51.01,51.01,51.01,51.01,000,0
PETR3.SA,D,20060502,000000,50.48,52.75,50.45,52.75,1230000,0
PETR3.SA,D,20060503,000000,51.70,52.80,51.27,52.80,1636100,0
PETR3.SA,D,20060504,000000,52.47,53.13,51.70,52.30,2562700,0
PETR3.SA,D,20060505,000000,52.50,54.44,52.50,54.44,1396200,0
PETR3.SA,D,20060508,000000,53.97,54.33,53.30,54.19,1042900,0
PETR3.SA,D,20060509,000000,54.30,55.40,53.60,55.40,1885400,0
PETR3.SA,D,20060510,000000,54.05,55.19,53.90,54.95,749200,0
PETR3.SA,D,20060511,000000,55.25,55.70,54.36,54.60,1531400,0
PETR3.SA,D,20060512,000000,54.30,54.40,53.40,53.99,873400,0
PETR3.SA,D,20060515,000000,51.72,53.71,51.50,53.10,1203500,0
PETR3.SA,D,20060516,000000,53.01,53.77,51.90,52.61,1322400,0
PETR3.SA,D,20060517,000000,52.50,53.00,50.70,51.29,1271700,0
PETR3.SA,D,20060518,000000,50.95,51.67,49.50,49.70,1216500,0
PETR3.SA,D,20060519,000000,50.50,50.50,47.65,49.31,919100,0
PETR3.SA,D,20060522,000000,47.86,49.74,47.19,49.74,1153300,0
PETR3.SA,D,20060523,000000,49.48,50.96,48.56,48.80,1581700,0
PETR3.SA,D,20060524,000000,48.50,49.59,47.55,49.29,1545700,0
PETR3.SA,D,20060525,000000,49.60,49.79,48.50,49.33,1359600,0
PETR3.SA,D,20060526,000000,50.00,51.29,49.52,51.29,1312600,0
PETR3.SA,D,20060529,000000,51.20,51.65,50.71,51.10,469500,0
PETR3.SA,D,20060530,000000,50.71,51.05,49.41,49.51,1530500,0
PETR3.SA,D,20060531,000000,50.00,50.68,49.43,49.43,3735800,0
PETR3.SA,D,20060601,000000,49.71,50.33,48.79,49.50,1469200,0
PETR3.SA,D,20060602,000000,50.10,51.00,49.95,50.50,1148500,0
PETR3.SA,D,20060605,000000,50.96,50.96,48.46,48.90,1139300,0
PETR3.SA,D,20060606,000000,48.90,48.90,47.05,47.85,1292100,0
PETR3.SA,D,20060607,000000,47.85,48.02,45.21,45.21,675700,0
PETR3.SA,D,20060608,000000,44.90,46.11,43.40,44.90,951900,0
PETR3.SA,D,20060609,000000,46.00,46.49,44.35,44.51,964200,0
PETR3.SA,D,20060612,000000,45.00,45.00,42.50,42.56,1179200,0
PETR3.SA,D,20060613,000000,42.20,42.60,40.46,40.65,2535900,0
PETR3.SA,D,20060614,000000,40.89,42.00,40.47,41.75,1907700,0
PETR3.SA,D,20060616,000000,43.50,44.53,42.70,44.29,1912100,0
PETR3.SA,D,20060619,000000,44.40,44.55,42.70,43.22,2203000,0
PETR3.SA,D,20060620,000000,43.18,44.09,42.96,43.10,1155300,0
PETR3.SA,D,20060621,000000,43.90,44.94,42.11,44.74,1091100,0
PETR3.SA,D,20060622,000000,44.90,45.80,44.09,44.40,425900,0
PETR3.SA,D,20060623,000000,44.30,46.74,43.90,45.90,861900,0
PETR3.SA,D,20060626,000000,45.90,45.90,45.18,45.70,1240700,0
PETR3.SA,D,20060627,000000,45.70,46.50,45.10,45.26,365200,0
PETR3.SA,D,20060628,000000,45.26,46.41,45.26,46.15,908500,0
PETR3.SA,D,20060629,000000,46.50,47.75,46.50,47.60,979700,0
PETR3.SA,D,20060630,000000,49.09,49.10,47.65,48.40,1169300,0
PETR3.SA,D,20060703,000000,48.10,49.10,47.90,48.97,897800,0
PETR3.SA,D,20060704,000000,49.24,49.24,48.00,48.20,577000,0
PETR3.SA,D,20060705,000000,47.84,48.52,47.20,48.29,1207000,0
PETR3.SA,D,20060706,000000,48.50,48.73,48.09,48.20,1104700,0
PETR3.SA,D,20060707,000000,47.60,48.80,47.21,48.20,458500,0
PETR3.SA,D,20060710,000000,48.25,48.25,47.00,47.70,317500,0
PETR3.SA,D,20060711,000000,47.70,48.98,47.32,48.98,597600,0
PETR3.SA,D,20060712,000000,49.13,49.80,48.68,49.00,1108100,0
PETR3.SA,D,20060713,000000,48.11,48.86,48.11,48.50,437800,0
PETR3.SA,D,20060714,000000,49.00,49.61,48.11,49.50,443700,0
PETR3.SA,D,20060717,000000,49.00,49.39,47.07,47.20,870300,0
PETR3.SA,D,20060718,000000,47.90,48.20,46.35,47.10,666200,0
PETR3.SA,D,20060719,000000,47.40,48.49,46.80,48.49,860900,0
PETR3.SA,D,20060720,000000,48.70,48.80,47.09,47.12,413000,0
PETR3.SA,D,20060721,000000,48.00,48.00,46.30,46.75,714900,0
PETR3.SA,D,20060724,000000,47.00,48.69,46.80,48.50,1025700,0
PETR3.SA,D,20060725,000000,48.00,49.10,48.00,48.91,1042600,0
PETR3.SA,D,20060726,000000,48.71,49.89,48.58,49.45,963000,0
PETR3.SA,D,20060727,000000,49.44,50.49,49.44,49.99,986100,0
PETR3.SA,D,20060728,000000,49.90,50.45,49.70,50.34,799400,0
PETR3.SA,D,20060731,000000,50.19,50.40,49.70,49.95,471000,0
PETR3.SA,D,20060801,000000,49.65,50.39,49.35,50.12,1257300,0
PETR3.SA,D,20060802,000000,50.12,51.30,50.12,51.22,546700,0
PETR3.SA,D,20060803,000000,50.88,51.80,50.60,51.36,708400,0
PETR3.SA,D,20060804,000000,51.46,52.20,50.62,51.29,753700,0
PETR3.SA,D,20060807,000000,51.19,51.97,50.96,51.79,529800,0
PETR3.SA,D,20060808,000000,51.90,52.17,51.40,51.55,681400,0
PETR3.SA,D,20060809,000000,52.00,52.24,51.27,51.49,607500,0
PETR3.SA,D,20060810,000000,50.98,51.35,50.68,51.34,435900,0
PETR3.SA,D,20060811,000000,51.10,51.55,50.00,50.80,714400,0
PETR3.SA,D,20060814,000000,50.53,50.60,49.55,49.70,897000,0
PETR3.SA,D,20060815,000000,50.00,50.76,49.70,50.34,996200,0
PETR3.SA,D,20060816,000000,50.36,50.65,49.91,50.20,1395600,0
PETR3.SA,D,20060817,000000,50.20,50.20,48.70,49.01,759000,0
PETR3.SA,D,20060818,000000,49.06,49.70,48.65,49.70,437500,0
PETR3.SA,D,20060821,000000,49.59,49.88,49.29,49.29,668300,0
PETR3.SA,D,20060822,000000,49.35,49.75,48.91,49.34,1013400,0
PETR3.SA,D,20060823,000000,49.40,49.54,47.61,47.61,1330600,0
PETR3.SA,D,20060824,000000,48.01,48.77,46.69,48.49,1175600,0
PETR3.SA,D,20060825,000000,48.30,49.13,48.30,49.00,535900,0
PETR3.SA,D,20060828,000000,48.85,48.85,48.20,48.41,910800,0
PETR3.SA,D,20060829,000000,48.52,48.85,47.63,48.16,777800,0
PETR3.SA,D,20060830,000000,48.25,48.49,47.05,48.01,568400,0
PETR3.SA,D,20060831,000000,48.00,48.50,47.47,47.52,1305400,0
PETR3.SA,D,20060901,000000,48.00,48.75,47.70,48.47,589900,0
PETR3.SA,D,20060904,000000,49.45,49.45,48.35,48.98,709100,0
PETR3.SA,D,20060905,000000,48.85,48.85,47.97,48.08,685600,0
PETR3.SA,D,20060906,000000,47.97,48.20,46.27,46.44,1361700,0
PETR3.SA,D,20060908,000000,46.45,46.45,45.03,45.32,800600,0
PETR3.SA,D,20060911,000000,43.70,44.84,43.00,43.69,1726900,0
PETR3.SA,D,20060912,000000,43.15,44.21,43.00,43.31,1273000,0
PETR3.SA,D,20060913,000000,43.71,45.08,43.20,44.97,1879800,0
PETR3.SA,D,20060914,000000,44.89,44.95,43.20,43.42,1308400,0
PETR3.SA,D,20060915,000000,43.61,43.94,42.35,42.80,1929200,0
PETR3.SA,D,20060918,000000,43.25,44.41,43.01,44.35,897100,0
PETR3.SA,D,20060919,000000,44.35,44.41,43.05,43.49,1438700,0
PETR3.SA,D,20060920,000000,43.20,43.64,41.65,42.15,1923300,0
PETR3.SA,D,20060921,000000,42.30,42.90,41.51,42.65,1507000,0
PETR3.SA,D,20060922,000000,42.38,43.00,42.08,42.30,611500,0
PETR3.SA,D,20060925,000000,42.30,42.77,41.10,42.50,2069100,0
PETR3.SA,D,20060926,000000,42.85,43.80,42.40,43.40,1947400,0
PETR3.SA,D,20060927,000000,43.40,44.70,43.00,44.70,1547700,0
PETR3.SA,D,20060928,000000,44.69,45.78,44.55,45.30,1779800,0
PETR3.SA,D,20060929,000000,45.30,45.54,44.90,45.35,1328100,0
PETR3.SA,D,20061002,000000,45.00,46.10,44.60,44.80,1024400,0
PETR3.SA,D,20061003,000000,44.59,44.59,42.51,42.69,1812000,0
PETR3.SA,D,20061004,000000,42.91,43.90,42.00,43.90,2185800,0
PETR3.SA,D,20061005,000000,44.40,44.73,43.43,43.85,1629000,0
PETR3.SA,D,20061006,000000,43.79,44.11,43.20,44.11,1276500,0
PETR3.SA,D,20061009,000000,43.50,45.34,43.50,44.59,16400,0
PETR3.SA,D,20061011,000000,44.60,44.78,44.19,44.57,1727500,0
PETR3.SA,D,20061013,000000,45.60,46.14,45.26,46.00,2217200,0
PETR3.SA,D,20061016,000000,46.00,46.68,45.47,46.59,1592500,0
PETR3.SA,D,20061017,000000,46.49,46.49,45.24,45.35,1182300,0
PETR3.SA,D,20061018,000000,45.61,46.07,45.03,45.25,919500,0
PETR3.SA,D,20061019,000000,45.69,46.34,44.80,46.29,1561400,0
PETR3.SA,D,20061020,000000,46.34,46.35,45.44,45.69,1181000,0
PETR3.SA,D,20061023,000000,45.71,45.71,44.60,45.49,1397500,0
PETR3.SA,D,20061024,000000,45.41,46.80,45.20,46.66,2959100,0
PETR3.SA,D,20061025,000000,46.55,48.40,46.33,48.38,1957500,0
